Name of Initiative,Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Henry Ford Macomb Hospital Corporation,Henry Ford Macomb Hospital Corporation,"6800 E 10 Mile Rd Hfmc My Care Health Center Center Line MI 48015 (42.477029, -83.036148)",6800 E 10 Mile Rd,Hfmc My Care Health Center,Center Line,MI,48015,(586) 467-0980,1023114634,Community Setting,477
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Duggins Holdings Llc,Prevo Drug,"363 Sunset Ave  Asheboro NC 27203 (35.705617, -79.818629)",363 Sunset Ave,,Asheboro,NC,27203,(336) 625-4311,1922433374,Administrative Location,478
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Beaufort Jasper Hampton Comprehensive Health Services Inc,Beaufort Jasper Hampton Comprehensive Health Services Inc,"719 Okatie Hwy #170 Okatie SC 29909 (32.360271, -80.871759)",719 Okatie Hwy,#170,Okatie,SC,29909,(843) 987-7492,1649276148,Administrative Location,479
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Monitor My Health Inc,Monitor My Health Inc,"618 E South St Ste 500 Orlando FL 32801 (28.538076, -81.368899)",618 E South St,Ste 500,Orlando,FL,32801,(800) 945-9479,1760968598,Administrative Location,480
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Monitor My Health Inc,Monitor My Health Inc,"2049 Bartow Ave  Bronx NY 10475 (40.870142, -73.829218)",2049 Bartow Ave,,Bronx,NY,10475,(800) 945-9479,1760968598,Community Setting,481
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Monitor My Health Inc,Monitor My Health Inc,"7 Skyline Dr Ste 350 Hawthorne NY 10532 (41.090608, -73.813376)",7 Skyline Dr,Ste 350,Hawthorne,NY,10532,(800) 945-9479,1760968598,Administrative Location,482
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Mh Transylvania Regional Hospital, Lllp",Mh Transylvania Regional Hospital,"260 Hospital Dr  Brevard NC 28712 (35.256217, -82.712449)",260 Hospital Dr,,Brevard,NC,28712,(828) 884-9111,1417432139,Administrative Location,483
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Pure Proactive Health Inc,Pure Proactive Health Inc,"1 Glenwood Ave # 5 Raleigh NC 27603 (35.780339, -78.647999)",1 Glenwood Ave,# 5,Raleigh,NC,27603,(516) 351-9739,1699273508,Administrative Location,484
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"10 Ragsdale Dr Ste 102 Monterey CA 93940 (36.577686, -121.823754)",10 Ragsdale Dr,Ste 102,Monterey,CA,93940,(773) 952-9926,1144722653,Administrative Location,485
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"986 Hilby Ave  Seaside CA 93955 (36.602392, -121.8463)",986 Hilby Ave,,Seaside,CA,93955,(773) 952-9926,1144722653,Community Setting,486
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Davis Memorial Hospital,Davis Medical Center,"812 Gorman Ave  Elkins WV 26241 (38.928022, -79.855064)",812 Gorman Ave,,Elkins,WV,26241,(304) 636-3300 x 3622,1619964806,Administrative Location,487
Medicare Diabetes Prevention Program (MDPP) Expanded Model,West Park Hospital District,West Park Hospital District,"707 Sheridan Ave  Cody WY 82414 (44.526518, -109.073886)",707 Sheridan Ave,,Cody,WY,82414,(307) 527-7501,1558351536,Administrative Location,488
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Medical University Hospital Authority,Medical University Hospital Authority,"169 Ashley Ave  Charleston SC 29425 (32.784544, -79.947347)",169 Ashley Ave,,Charleston,SC,29425,(843) 792-2350,1972138790,Administrative Location,489
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Northwest Ohio Orthopedics And Sports Medicine Inc,Northwest Ohio Ortopedics And Sport,"15054 State Route 224 E  Findlay OH 45840 (41.05611, -83.591371)",15054 State Route 224 E,,Findlay,OH,45840,(419) 427-3030,1124665856,Administrative Location,490
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,Front Page Fame Llc,"541 Wiley Parker Rd  Jackson TN 38305 (35.66342, -88.851646)",541 Wiley Parker Rd,,Jackson,TN,38305,(731) 203-0708,1588022727,Administrative Location,491
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Carolina Diabetes & Kidney Center Llc,Carolina Diabetes & Kidney Center,"625 W Wesmark Blvd  Sumter SC 29150 (33.952337, -80.398417)",625 W Wesmark Blvd,,Sumter,SC,29150,(803) 469-7950,1689128951,Administrative Location,492
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Gateway Pharmacy Of Phoenixville Inc,Gateway Pharmacy Of Phoenixville Inc,"165 Nutt Rd The Gateway Pharmacy Phoenixville PA 19460 (40.124987, -75.515667)",165 Nutt Rd,The Gateway Pharmacy,Phoenixville,PA,19460,(610) 933-2609,1619926144,Administrative Location,493
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Choctaw Nation Of Oklahoma,Choctaw Nation Of Oklahoma,"1 Choctaw Way  Talihina OK 74571 (33.845277, -94.652365)",1 Choctaw Way,,Talihina,OK,74571,(918) 567-7000,1659347623,Administrative Location,494
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Choctaw Nation Of Oklahoma,Choctaw Nation Of Oklahoma,"1127 S George Nigh Expy  Mcalester OK 74501 (34.893316, -95.775771)",1127 S George Nigh Expy,,Mcalester,OK,74501,(918) 423-8440,1659347623,Community Setting,495
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of Louisville Physicians Inc,Ulp Family Medicine,"204 E Market St  Louisville KY 40202 (38.254145, -85.749333)",204 E Market St,,Louisville,KY,40202,(502) 588-4340,1467727578,Administrative Location,496
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of Louisville Physicians Inc,University Of Louisville Physicians Inc,"204 E Market St  Louisville KY 40202 (38.254145, -85.749333)",204 E Market St,,Louisville,KY,40202,(502) 588-4340,1467727578,Administrative Location,497
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of Louisville Physicians Inc,University Of Louisville Physicians Inc,"401 E Chestnut St Unit 310 Louisville KY 40202 (38.24809, -85.746712)",401 E Chestnut St,Unit 310,Louisville,KY,40202,(502) 588-4499,1467727578,Administrative Location,498
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Monitor My Health Inc,"Monitor My Health, Inc.","20 S 3rd St Ste 210 Columbus OH 43215 (39.962047, -82.99761)",20 S 3rd St,Ste 210,Columbus,OH,43215,(203) 683-5946,1760968598,Administrative Location,499
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lawton Indian Hospital,Anadarko Indian Health Center,"201 E Parker Mckenzie Drive  Anadarko OK 73005 (34.932747, -98.136167)",201 E Parker Mckenzie Drive,,Anadarko,OK,73005,(405) 247-7900,1760489223,Community Setting,500
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lawton Indian Hospital,Carnegie Indian Health Center,"212 E 4th St  Carnegie OK 73015 (35.097051, -98.438596)",212 E 4th St,,Carnegie,OK,73015,(580) 654-1100,1760489223,Community Setting,501
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lawton Indian Hospital,Lawton Indian Hospital,"1515 Ne Lawrie Tatum Rd  Lawton OK 73507 (34.62038, -98.385381)",1515 Ne Lawrie Tatum Rd,,Lawton,OK,73507,(580) 354-5000,1760489223,Administrative Location,502
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Apostle Group Llc,Apostle Group Llc,"1615 Piccard Dr Ste B Rockville MD 20850 (39.112891, -77.179083)",1615 Piccard Dr,Ste B,Rockville,MD,20850,(240) 449-3094 x 1011,1215686951,Administrative Location,503
Medicare Diabetes Prevention Program (MDPP) Expanded Model,California Health Collaborative Foundation,California Health Collaborative,"1680 W Shaw Ave  Fresno CA 93711 (36.808551, -119.823113)",1680 W Shaw Ave,,Fresno,CA,93711,(559) 244-4512,1780963140,Administrative Location,504
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Perfect Lifestyle,Occupational Medicine Of Houston,"25722 Kingsland Blvd Ste 205 Katy TX 77494 (29.771746, -95.821607)",25722 Kingsland Blvd,Ste 205,Katy,TX,77494,(713) 785-1272,1417545047,Administrative Location,505
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Korean Community Services Of Metropolitan New York Inc,Korean Community Services Of Metropolitan New York Inc,"2460 Lemoine Ave  Fort Lee NJ 07024 (40.864312, -73.961478)",2460 Lemoine Ave,,Fort Lee,NJ,07024,(201) 630-0068,1720426257,Administrative Location,506
Medicare Diabetes Prevention Program (MDPP) Expanded Model,New York City Health And Hospitals Corporation,New York City Health And Hospitals Corporation,"1901 1st Ave  New York NY 10029 (40.784779, -73.943906)",1901 1st Ave,,New York,NY,10029,(212) 423-8830,1235764622,Administrative Location,507
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Urban Indian Center Of Salt Lake,Urban Indian Center Of Salt Lake,"120 W 1300 S  Salt Lake City UT 84115 (40.741854, -111.894875)",120 W 1300 S,,Salt Lake City,UT,84115,(801) 214-7686,1154773158,Administrative Location,508
Medicare Diabetes Prevention Program (MDPP) Expanded Model,St Vincent'S Ambulatory Care Inc,St Vincent'S Ambulatory Care Inc,"4205 Belfort Rd Ste 1005 Jacksonville FL 32216 (30.252666, -81.580742)",4205 Belfort Rd,Ste 1005,Jacksonville,FL,32216,(904) 450-6450,1417987124,Administrative Location,509
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prisma Health University Medical Group,Prisma Health University Medical Group,"712 Grove Rd  Greenville SC 29605 (34.820993, -82.414648)",712 Grove Rd,,Greenville,SC,29605,(864) 522-1439,1114542081,Administrative Location,510
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hiawatha Hospital Association Inc,Hiawatha Hospital Assoc Inc,"300 Utah St  Hiawatha KS 66434 (39.85205, -95.531188)",300 Utah St,,Hiawatha,KS,66434,(785) 742-6308,1518572395,Administrative Location,511
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Hopehealth, Inc.",Hopehealth Inc,"360 N Irby St  Florence SC 29501 (34.202028, -79.767455)",360 N Irby St,,Florence,SC,29501,(843) 667-9414,1801271903,Administrative Location,512
Medicare Diabetes Prevention Program (MDPP) Expanded Model,San Fernando Community Hospital,San Fernando Community Hospital,"732 Mott St Ste 100-110 San Fernando CA 91340 (34.276391, -118.444566)",732 Mott St,Ste 100-110,San Fernando,CA,91340,(818) 963-5690 x 109,1245669555,Administrative Location,513
Medicare Diabetes Prevention Program (MDPP) Expanded Model,J C Blair Memorial Hospital,J C Blair Memorial Hospital,"1225 Warm Springs Ave  Huntingdon PA 16652 (40.493772, -78.01216)",1225 Warm Springs Ave,,Huntingdon,PA,16652,(814) 643-7054,1700878840,Administrative Location,514
Medicare Diabetes Prevention Program (MDPP) Expanded Model,County Of Missoula,County Of Missoula,"301 W Alder St  Missoula MT 59802 (46.875689, -113.995591)",301 W Alder St,,Missoula,MT,59802,(406) 258-4935,1508656521,Administrative Location,515
Medicare Diabetes Prevention Program (MDPP) Expanded Model,St Vincents Ambulatory Healthcare Network Llc,Ascension St Vincent'S 119 Wellness,"7191 Cahaba Valley Rd Ste 107 Hoover AL 35242 (33.426878, -86.666566)",7191 Cahaba Valley Rd,Ste 107,Hoover,AL,35242,(205) 408-6600,1982121513,Administrative Location,516
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Sharp Healthcare,Sharp Healthcare,"5651 Copley Dr  San Diego CA 92111 (32.842419, -117.166962)",5651 Copley Dr,,San Diego,CA,92111,(858) 292-6345,1780283341,Administrative Location,517
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,Gibson Center For Senior Services,"14 Grove St  North Conway NH 03860 (44.050767, -71.125323)",14 Grove St,,North Conway,NH,03860,(603) 356-3231,1699377119,Community Setting,518
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,Keene Family Ymca,"200 Summit Rd  Keene NH 03431 (42.949408, -72.328188)",200 Summit Rd,,Keene,NH,03431,(603) 352-6002,1699377119,Community Setting,519
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,Plaistow Community Ymca,"175 Plaistow Rd  Plaistow NH 03865 (42.852795, -71.098967)",175 Plaistow Rd,,Plaistow,NH,03865,(603) 257-1540,1699377119,Community Setting,520
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,Southern District Ymca,"57 Linden Street  Exeter NH 03833 (42.971118, -70.959363)",57 Linden Street,,Exeter,NH,03833,(603) 642-3361,1699377119,Community Setting,521
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"116 Goffstown Back Rd  Goffstown NH 03045 (43.020285, -71.531527)",116 Goffstown Back Rd,,Goffstown,NH,03045,(603) 232-8650,1699377119,Community Setting,522
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"15 N State St  Concord NH 03301 (43.204869, -71.538051)",15 N State St,,Concord,NH,03301,(603) 232-8650,1699377119,Community Setting,523
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"206 Rockingham Rd  Londonderry NH 03053 (42.916896, -71.390511)",206 Rockingham Rd,,Londonderry,NH,03053,(603) 232-8650,1699377119,Community Setting,524
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"30 Mechanic St  Manchester NH 03101 (42.991855, -71.46415)",30 Mechanic St,,Manchester,NH,03101,(603) 232-8650,1699377119,Community Setting,525
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"550 Peverly Hill Rd  Portsmouth NH 03801 (43.051664, -70.775861)",550 Peverly Hill Rd,,Portsmouth,NH,03801,(603) 232-8650,1699377119,Community Setting,526
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,The Granite Ymca,"670 N Commercial St Ste 103 Manchester NH 03101 (42.997512, -71.468414)",670 N Commercial St,Ste 103,Manchester,NH,03101,(603) 232-8650,1699377119,Administrative Location,527
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Granite Ymca,Ymca Of Greater Nashua,"24 Stadium Dr  Nashua NH 03062 (42.747106, -71.504713)",24 Stadium Dr,,Nashua,NH,03062,(603) 882-2011,1699377119,Community Setting,528
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Bellin Memorial Hospital Inc,Bellin Memorial Hospital Inc,"3263 Eaton Rd  Green Bay WI 54311 (44.467228, -87.918733)",3263 Eaton Rd,,Green Bay,WI,54311,(920) 433-6700,1033172390,Administrative Location,529
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Bellin Memorial Hospital Inc,Bellin Memorial Hospital Inc,"704 S Webster Ave Ste 501 Green Bay WI 54301 (44.50258, -88.010555)",704 S Webster Ave,Ste 501,Green Bay,WI,54301,(920) 445-7220,1033172390,Administrative Location,530
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Dekalb County Board Of Health,Dekalb County Board Of Health,"445 Winn Way  Decatur GA 30030 (33.786734, -84.278565)",445 Winn Way,,Decatur,GA,30030,(404) 294-3830,1992801021,Administrative Location,531
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Open Door Family Medical Center Inc,Open Door Family Medical Center Inc,"155 Main St  Brewster NY 10509 (41.395553, -73.609688)",155 Main St,,Brewster,NY,10509,(914) 502-1325,1487194155,Administrative Location,532
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Open Door Family Medical Center Inc,Open Door Family Medical Center Inc,"165 Main St  Ossining NY 10562 (41.161466, -73.862681)",165 Main St,,Ossining,NY,10562,(914) 502-1325,1487194155,Administrative Location,533
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Open Door Family Medical Center Inc,Open Door Family Medical Center Inc,"30 W Main St  Mount Kisco NY 10549 (41.209358, -73.730046)",30 W Main St,,Mount Kisco,NY,10549,(914) 502-1328,1487194155,Administrative Location,534
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Open Door Family Medical Center Inc,Open Door Family Medical Center Inc,"300 N Broadway  Sleepy Hollow NY 10591 (41.086388, -73.858493)",300 N Broadway,,Sleepy Hollow,NY,10591,(914) 502-1325,1487194155,Administrative Location,535
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Open Door Family Medical Center Inc,Open Door Family Medical Center Inc,"5 Grace Church St  Port Chester NY 10573 (40.997615, -73.665152)",5 Grace Church St,,Port Chester,NY,10573,(914) 502-1328,1487194155,Administrative Location,536
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Open Door Family Medical Center Inc,Open Door Family Medical Center Inc,"689 Mamaroneck Ave  Mamaroneck NY 10543 (40.955392, -73.738416)",689 Mamaroneck Ave,,Mamaroneck,NY,10543,(914) 502-1328,1487194155,Administrative Location,537
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Midland Care Connection, Inc.",Midland Care Connection Inc,"200 Sw Frazier Cir  Topeka KS 66606 (39.065099, -95.720904)",200 Sw Frazier Cir,,Topeka,KS,66606,(785) 232-2044,1053911875,Administrative Location,538
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Mercy Clinic Oklahoma Communities,Mercy Clinic Oklahoma Communities,"1006 Northwest Blvd Oklahoma Diabetes Ardmore Ardmore OK 73401 (34.192209, -97.140932)",1006 Northwest Blvd,Oklahoma Diabetes Ardmore,Ardmore,OK,73401,(580) 220-6764,1750986295,Community Setting,539
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Mercy Clinic Oklahoma Communities,Mercy Clinic Oklahoma Communities,"1011 14th Ave Nw Oklahoma Diabetes Prevention Ardmor Ardmore OK 73401 (34.188296, -97.140707)",1011 14th Ave Nw,Oklahoma Diabetes Prevention Ardmor,Ardmore,OK,73401,(580) 220-6094,1750986295,Administrative Location,540
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Mercy Clinic Oklahoma Communities,Mercy Clinic Oklahoma Communities,"4200 W Memorial Rd Ste 313 Diabetes Prevention Oklahoma City Oklahoma City OK 73120 (35.606954, -97.599002)",4200 W Memorial Rd Ste 313,Diabetes Prevention Oklahoma City,Oklahoma City,OK,73120,(405) 936-5226,1750986295,Community Setting,541
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Hawaii,National Kidney Foundation Of Hawaii,"1314 S King St Ste 1555 Honolulu HI 96814 (21.299375, -157.841351)",1314 S King St,Ste 1555,Honolulu,HI,96814,(808) 593-1515,1477156677,Administrative Location,542
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Kuumba Community Health & Wellness Center, Inc",New Horizons Healthcare,"3716 Melrose Ave Nw  Roanoke VA 24017 (37.293678, -79.997949)",3716 Melrose Ave Nw,,Roanoke,VA,24017,(540) 362-0360 x 257,1205815420,Administrative Location,543
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Florida Department Of Health,Florida Department Of Health,"120 Airport Rd Ste 2a Palm Coast FL 32164 (29.474025, -81.208391)",120 Airport Rd,Ste 2a,Palm Coast,FL,32164,(386) 313-7263,1285600213,Administrative Location,544
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Epic Care Pharmacy Llc,Epic Care Pharmacy Llc,"3948 Pembroke Rd Ste D Pembroke Park FL 33021 (25.995549, -80.1938)",3948 Pembroke Rd,Ste D,Pembroke Park,FL,33021,(954) 963-2113,1952724510,Administrative Location,545
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hattiesburg Clinic Pa,Hattiesburg Clinic Pa,"5909 U S Highway 49 Ste 30 Hattiesburg MS 39402 (31.310225, -89.320328)",5909 U S Highway 49,Ste 30,Hattiesburg,MS,39402,(601) 296-2780,1528651353,Administrative Location,546
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Virginia Hospital Center Arlington Health System,Virginia Hospital Center Arlington Health System,"1701 N George Mason Dr  Arlington VA 22205 (38.889602, -77.128169)",1701 N George Mason Dr,,Arlington,VA,22205,(703) 558-5718,1477129914,Administrative Location,547
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lake Region Healthcare Corporation,Lake Region Healthcare Corporation,"619 S Cascade St  Fergus Falls MN 56537 (46.278215, -96.07257)",619 S Cascade St,,Fergus Falls,MN,56537,(218) 736-8000,1093713372,Administrative Location,548
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"St. Peter'S Health Partners Medical Associates, P.C.",St. Joseph'S Physician Family Pract,"4101 Medical Center Drive Northeast Medical Center Fayetteville NY 13066 (43.039795, -76.023145)",4101 Medical Center Drive,Northeast Medical Center,Fayetteville,NY,13066,(315) 637-7878,1750626834,Community Setting,549
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"St. Peter'S Health Partners Medical Associates, P.C.","St. Peter'S Health Partners Medical Associates, P.C.","1453 S State St  Syracuse NY 13205 (43.031861, -76.145848)",1453 S State St,,Syracuse,NY,13205,(315) 760-3155,1750626834,Community Setting,550
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"St. Peter'S Health Partners Medical Associates, P.C.","St. Peter'S Health Partners Medical Associates, P.C.","63 Shaker Rd Ste 201 Albany NY 12204 (42.673299, -73.748816)",63 Shaker Rd,Ste 201,Albany,NY,12204,(518) 471-3636,1750626834,Administrative Location,551
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"St. Peter'S Health Partners Medical Associates, P.C.","St. Peter'S Health Partners Medical Associates, P.C.","63 Shaker Rd Ste 201 Albany NY 12204 (42.673299, -73.748816)",63 Shaker Rd,Ste 201,Albany,NY,12204,(518) 471-3636,1750626834,Community Setting,552
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"St. Peter'S Health Partners Medical Associates, P.C.","St. Peter'S Health Partners Medical Associates, P.C.","716 Hawley Ave  Syracuse NY 13203 (43.055014, -76.131958)",716 Hawley Ave,,Syracuse,NY,13203,(315) 472-6343,1750626834,Community Setting,553
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"St. Peter'S Health Partners Medical Associates, P.C.","St. Peter'S Health Partners Medical Associates, P.C.","826 Euclid Ave  Syracuse NY 13210 (43.036531, -76.119214)",826 Euclid Ave,,Syracuse,NY,13210,(315) 478-8634,1750626834,Community Setting,554
Medicare Diabetes Prevention Program (MDPP) Expanded Model,County Of Wilkes,County Of Wilkes,"306 College St  Wilkesboro NC 28697 (36.144386, -81.156576)",306 College St,,Wilkesboro,NC,28697,(336) 651-7460,1962565788,Administrative Location,555
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prospect Manchester Hospital Inc,"Prospect Manchester Hospital, Inc","71 Haynes St  Manchester CT 06040 (41.78179, -72.525688)",71 Haynes St,,Manchester,CT,06040,(860) 647-6824,1821695222,Administrative Location,556
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The West Cook Ymcas Inc,The West Cook Ymcas Inc.,"255 S Marion St  Oak Park IL 60302 (41.883615, -87.802941)",255 S Marion St,,Oak Park,IL,60302,(312) 925-5688,1174078158,Administrative Location,557
Medicare Diabetes Prevention Program (MDPP) Expanded Model,El Centro Regional Medical Center,El Centro Regional Medical Center,"1415 Ross Ave  El Centro CA 92243 (32.780487, -115.568494)",1415 Ross Ave,,El Centro,CA,92243,(760) 339-7136,1861409823,Administrative Location,558
Medicare Diabetes Prevention Program (MDPP) Expanded Model,El Centro Regional Medical Center,El Centro Regional Medical Center,"1415 Ross Ave  El Centro CA 92243 (32.780487, -115.568494)",1415 Ross Ave,,El Centro,CA,92243,(760) 339-7146,1861409823,Administrative Location,559
Medicare Diabetes Prevention Program (MDPP) Expanded Model,El Centro Regional Medical Center,El Centro Regional Medical Center,"3451 S Dogwood Rd Ste 1330 El Centro CA 92243 (32.763214, -115.530168)",3451 S Dogwood Rd,Ste 1330,El Centro,CA,92243,(760) 339-7146,1861409823,Community Setting,560
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of California Irvine,University Of California Irvine,"101 The City Dr S Bldg 53 3rd Fl Ste 304a Orange CA 92868 (33.788923, -117.890821)",101 The City Dr S,Bldg 53 3rd Fl Ste 304a,Orange,CA,92868,(714) 456-7514,1689608150,Administrative Location,561
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of California Irvine,University Of California Irvine,"101 The City Dr S Bldg 53, 3rd Floor, Suite 304a Orange CA 92868 (33.788923, -117.890821)",101 The City Dr S,"Bldg 53, 3rd Floor, Suite 304a",Orange,CA,92868,(714) 456-7514,1689608150,Administrative Location,562
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Aurora Medical Group, Inc.",Aurora Medical Group,"1020 N 12th St Ste 401 Milwaukee WI 53233 (43.043754, -87.926777)",1020 N 12th St,Ste 401,Milwaukee,WI,53233,(414) 219-7956,1427271378,Community Setting,563
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Aurora Medical Group, Inc.",Aurora Medical Group,"6609 W Greenfield Ave  West Allis WI 53214 (43.01624, -87.994936)",6609 W Greenfield Ave,,West Allis,WI,53214,(414) 257-8500,1427271378,Community Setting,564
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Aurora Medical Group, Inc.",Aurora Medical Group Inc,"2801 W Kinnickinnic River Pkwy Ste 260 Milwaukee WI 53215 (42.991104, -87.949884)",2801 W Kinnickinnic River Pkwy,Ste 260,Milwaukee,WI,53215,(414) 649-6780,1427271378,Administrative Location,565
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Sky Lakes Medical Center Inc,Sky Lakes Medical Center Inc,"128 S 11th St  Klamath Falls OR 97601 (42.227022, -121.778734)",128 S 11th St,,Klamath Falls,OR,97601,(541) 274-2770,1962000661,Administrative Location,566
Medicare Diabetes Prevention Program (MDPP) Expanded Model,City Of Houston,City Of Houston,"11903 Bellaire Blvd  Houston TX 77072 (29.702667, -95.589331)",11903 Bellaire Blvd,,Houston,TX,77072,(832) 393-4055,1124612718,Community Setting,567
Medicare Diabetes Prevention Program (MDPP) Expanded Model,City Of Houston,City Of Houston,"3611 Ennis St  Houston TX 77004 (29.728325, -95.361492)",3611 Ennis St,,Houston,TX,77004,(832) 393-4055,1124612718,Community Setting,568
Medicare Diabetes Prevention Program (MDPP) Expanded Model,City Of Houston,City Of Houston,"6402 Market St  Houston TX 77020 (29.771824, -95.305515)",6402 Market St,,Houston,TX,77020,(832) 393-4055,1124612718,Community Setting,569
Medicare Diabetes Prevention Program (MDPP) Expanded Model,City Of Houston,City Of Houston,"6719 W Montgomery Rd  Houston TX 77091 (29.857482, -95.422126)",6719 W Montgomery Rd,,Houston,TX,77091,(832) 393-4145,1124612718,Community Setting,570
Medicare Diabetes Prevention Program (MDPP) Expanded Model,City Of Houston,City Of Houston,"8000 N Stadium Dr  Houston TX 77054 (29.69303, -95.408238)",8000 N Stadium Dr,,Houston,TX,77054,(832) 393-4055,1124612718,Administrative Location,571
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hubbard Pharmacy,Hubbard Pharmacy,"1351 W Fort Williams St  Sylacauga AL 35150 (33.165723, -86.271158)",1351 W Fort Williams St,,Sylacauga,AL,35150,(256) 245-7708,1912239195,Administrative Location,572
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Blessing Community Health Center,Blessing Community Health Center,"3972 N Waterman Ave Ste 104 San Bernardino CA 92404 (34.164085, -117.279191)",3972 N Waterman Ave,Ste 104,San Bernardino,CA,92404,(909) 433-9700,1558981381,Administrative Location,573
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Health Care Authority Of The City Of Huntsville,The Health Care Authority Of The City Of Huntsville,"101 Sivley Rd Sw  Huntsville AL 35801 (34.72092, -86.58058)",101 Sivley Rd Sw,,Huntsville,AL,35801,(256) 265-3073,1447221056,Administrative Location,574
